taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo
Thyroid_Disease	 6	 4	 1	 104.61	 99.99	 13.13	
Thyroid_Disease	 6	 4	 2	 191.86	 175.53	 20.16	
Wdbc	 6	 4	 1	 132.61	 113.41	 11.21	
Wdbc	 6	 4	 2	 107.60	 89.37	 12.25	
Wisconsin_Breast_Cancer	 6	 4	 1	 175.79	 151.24	 10.57	
Wisconsin_Breast_Cancer	 6	 4	 2	 161.91	 146.36	 10.88	
Wpbc	 6	 4	 1	 10.65	 1.31	 1.13	
Wpbc	 6	 4	 2	 16.16	 1.26	 1.11	
faults	 6	 4	 1	 171.52	 152.44	 18.21	
faults	 6	 4	 2	 127.83	 105.71	 9.91	
statlog	 6	 4	 1	 328.05	 318.66	 17.45	
statlog	 6	 4	 2	 335.26	 323.30	 13.87	
waveform	 6	 4	 1	 558.52	 531.66	 31.36	
waveform	 6	 4	 2	 504.02	 479.66	 27.88	
wine	 6	 4	 1	 182.48	 163.35	 13.71	
wine	 6	 4	 2	 203.19	 191.85	 16.38	
Anastomosis	 6	 7	 1	 6.76	 0.75	 0.91	
Anastomosis	 6	 7	 2	 17.24	 0.78	 0.91	
Australian	 6	 7	 1	 105.87	 101.01	 8.07	
Australian	 6	 7	 2	 104.86	 101.35	 8.55	
Congressional_Voting	 6	 7	 1	 106.48	 105.29	 5.76	
Congressional_Voting	 6	 7	 2	 109.86	 107.94	 6.30	
Echo_cardiogram	 6	 7	 1	 18.30	 15.97	 3.66	
Echo_cardiogram	 6	 7	 2	 19.74	 16.55	 3.94	
German	 6	 7	 1	 40.90	 25.59	 6.19	
German	 6	 7	 2	 40.13	 26.52	 5.22	
Heart_Disease	 6	 7	 1	 31.77	 24.62	 6.08	
Heart_Disease	 6	 7	 2	 34.20	 21.44	 4.08	
Hepatitis	 6	 7	 1	 16.14	 4.45	 2.18	
Hepatitis	 6	 7	 2	 14.40	 6.36	 2.23	
Ionosphere	 6	 7	 1	 72.27	 59.47	 9.67	
Ionosphere	 6	 7	 2	 40.79	 36.59	 8.02	
Labor_Relations	 6	 7	 1	 10.22	 5.42	 2.03	
Labor_Relations	 6	 7	 2	 7.45	 3.61	 1.32	
Liver_Disorders	 6	 7	 1	 18.26	 6.42	 2.84	
Liver_Disorders	 6	 7	 2	 13.01	 3.27	 1.66	
Molecular_Biology	 6	 7	 1	 8.55	 4.59	 2.24	
Molecular_Biology	 6	 7	 2	 15.58	 10.24	 2.98	
Mushrooms	 6	 7	 1	 1494.29	 1488.88	 27.24	
Mushrooms	 6	 7	 2	 1316.45	 1297.30	 210.29	
Sonar	 6	 7	 1	 27.81	 10.79	 4.01	
Sonar	 6	 7	 2	 26.36	 8.14	 3.27	
Thyroid_Disease	 6	 7	 1	 104.67	 99.39	 12.21	
Thyroid_Disease	 6	 7	 2	 191.80	 175.06	 19.95	
Wdbc	 6	 7	 1	 132.75	 114.07	 10.35	
Wdbc	 6	 7	 2	 108.59	 89.17	 12.10	
Wisconsin_Breast_Cancer	 6	 7	 1	 178.33	 152.65	 9.76	
Wisconsin_Breast_Cancer	 6	 7	 2	 163.14	 147.67	 11.04	
Wpbc	 6	 7	 1	 11.23	 1.34	 1.10	
Wpbc	 6	 7	 2	 16.78	 1.32	 1.11	
faults	 6	 7	 1	 177.55	 157.51	 18.67	
faults	 6	 7	 2	 128.98	 104.37	 9.64	
statlog	 6	 7	 1	 328.81	 316.66	 17.47	
statlog	 6	 7	 2	 336.00	 321.41	 13.50	
waveform	 6	 7	 1	 567.19	 541.21	 28.72	
waveform	 6	 7	 2	 513.85	 491.08	 26.86	
wine	 6	 7	 1	 184.28	 162.61	 12.02	
wine	 6	 7	 2	 204.26	 190.50	 16.86	
Anastomosis	 6	 10	 1	 6.80	 0.76	 0.85	
Anastomosis	 6	 10	 2	 17.62	 0.81	 0.92	
Australian	 6	 10	 1	 105.70	 100.16	 8.21	
Australian	 6	 10	 2	 105.07	 100.95	 9.01	
Congressional_Voting	 6	 10	 1	 105.83	 105.91	 5.76	
Congressional_Voting	 6	 10	 2	 109.04	 108.70	 6.85	
Echo_cardiogram	 6	 10	 1	 18.30	 15.82	 3.75	
Echo_cardiogram	 6	 10	 2	 19.90	 16.58	 4.04	
German	 6	 10	 1	 40.89	 25.92	 5.86	
German	 6	 10	 2	 40.21	 26.39	 4.91	
Heart_Disease	 6	 10	 1	 31.78	 25.36	 5.90	
Heart_Disease	 6	 10	 2	 34.41	 21.56	 4.36	
Hepatitis	 6	 10	 1	 16.34	 4.33	 2.07	
Hepatitis	 6	 10	 2	 14.55	 6.56	 2.07	
Ionosphere	 6	 10	 1	 72.80	 60.46	 9.30	
Ionosphere	 6	 10	 2	 40.90	 36.98	 7.90	
Labor_Relations	 6	 10	 1	 10.31	 5.25	 2.28	
Labor_Relations	 6	 10	 2	 7.42	 3.59	 1.30	
Liver_Disorders	 6	 10	 1	 18.83	 6.34	 2.63	
Liver_Disorders	 6	 10	 2	 13.35	 3.06	 1.57	
Molecular_Biology	 6	 10	 1	 8.67	 4.76	 2.13	
Molecular_Biology	 6	 10	 2	 15.58	 10.21	 2.89	
Mushrooms	 6	 10	 1	 1489.69	 1493.58	 30.07	
Mushrooms	 6	 10	 2	 1476.04	 1472.17	 28.34	
Sonar	 6	 10	 1	 28.33	 10.87	 4.42	
Sonar	 6	 10	 2	 26.60	 8.49	 3.43	
Thyroid_Disease	 6	 10	 1	 105.46	 101.01	 13.89	
Thyroid_Disease	 6	 10	 2	 192.69	 176.26	 20.31	
Wdbc	 6	 10	 1	 133.35	 116.30	 10.43	
Wdbc	 6	 10	 2	 109.41	 91.22	 13.30	
Wisconsin_Breast_Cancer	 6	 10	 1	 179.97	 153.90	 10.01	
Wisconsin_Breast_Cancer	 6	 10	 2	 164.04	 146.87	 10.11	
Wpbc	 6	 10	 1	 11.75	 1.46	 1.03	
Wpbc	 6	 10	 2	 17.37	 1.29	 1.07	
faults	 6	 10	 1	 180.37	 158.62	 17.10	
faults	 6	 10	 2	 130.71	 105.53	 10.31	
statlog	 6	 10	 1	 329.83	 315.73	 17.06	
statlog	 6	 10	 2	 337.44	 320.08	 14.02	
waveform	 6	 10	 1	 569.65	 543.59	 27.56	
waveform	 6	 10	 2	 518.30	 487.73	 26.45	
wine	 6	 10	 1	 183.66	 164.10	 12.36	
wine	 6	 10	 2	 204.31	 191.23	 14.33	
Anastomosis	 6	 15	 1	 6.83	 0.74	 0.91	
Anastomosis	 6	 15	 2	 17.83	 0.88	 1.06	
Australian	 6	 15	 1	 104.77	 101.60	 7.99	
Australian	 6	 15	 2	 103.94	 102.02	 8.55	
Congressional_Voting	 6	 15	 1	 105.30	 106.42	 5.60	
Congressional_Voting	 6	 15	 2	 109.07	 108.56	 6.58	
Echo_cardiogram	 6	 15	 1	 18.13	 15.45	 3.95	
Echo_cardiogram	 6	 15	 2	 19.73	 16.77	 4.23	
German	 6	 15	 1	 41.76	 24.73	 6.48	
German	 6	 15	 2	 40.34	 26.17	 4.95	
Heart_Disease	 6	 15	 1	 32.09	 24.65	 5.88	
Heart_Disease	 6	 15	 2	 35.01	 21.00	 4.64	
Hepatitis	 6	 15	 1	 16.20	 4.30	 2.18	
Hepatitis	 6	 15	 2	 14.78	 6.31	 2.05	
Ionosphere	 6	 15	 1	 72.65	 60.92	 8.53	
Ionosphere	 6	 15	 2	 41.20	 36.60	 7.80	
Labor_Relations	 6	 15	 1	 10.35	 5.25	 2.33	
Labor_Relations	 6	 15	 2	 7.40	 3.47	 1.37	
Liver_Disorders	 6	 15	 1	 18.99	 6.30	 2.73	
Liver_Disorders	 6	 15	 2	 13.64	 3.04	 1.51	
Molecular_Biology	 6	 15	 1	 8.54	 4.74	 2.18	
Molecular_Biology	 6	 15	 2	 15.49	 10.19	 2.95	
Mushrooms	 6	 15	 1	 1490.77	 1492.51	 29.37	
Mushrooms	 6	 15	 2	 1476.75	 1471.14	 31.07	
Sonar	 6	 15	 1	 29.49	 10.07	 4.01	
Sonar	 6	 15	 2	 27.18	 8.48	 3.38	
Thyroid_Disease	 6	 15	 1	 105.14	 101.12	 12.56	
Thyroid_Disease	 6	 15	 2	 192.43	 176.07	 19.70	
Wdbc	 6	 15	 1	 133.82	 116.59	 11.77	
Wdbc	 6	 15	 2	 109.33	 89.82	 12.94	
Wisconsin_Breast_Cancer	 6	 15	 1	 180.54	 155.15	 10.22	
Wisconsin_Breast_Cancer	 6	 15	 2	 163.73	 147.29	 10.46	
Wpbc	 6	 15	 1	 12.03	 1.27	 1.08	
Wpbc	 6	 15	 2	 17.63	 1.40	 1.10	
faults	 6	 15	 1	 182.75	 164.74	 16.00	
faults	 6	 15	 2	 130.21	 106.15	 9.83	
statlog	 6	 15	 1	 326.51	 319.16	 16.64	
statlog	 6	 15	 2	 334.01	 322.19	 14.23	
waveform	 6	 15	 1	 571.92	 550.68	 26.52	
waveform	 6	 15	 2	 522.45	 495.61	 30.53	
wine	 6	 15	 1	 183.33	 163.97	 12.54	
wine	 6	 15	 2	 205.49	 192.46	 16.69	
Anastomosis	 6	 25	 1	 7.14	 0.78	 1.00	
Anastomosis	 6	 25	 2	 17.80	 0.77	 0.93	
Australian	 6	 25	 1	 105.43	 100.20	 8.53	
Australian	 6	 25	 2	 104.52	 101.83	 8.96	
Congressional_Voting	 6	 25	 1	 105.11	 106.59	 5.26	
Congressional_Voting	 6	 25	 2	 108.59	 108.98	 6.65	
Echo_cardiogram	 6	 25	 1	 18.15	 15.38	 3.62	
Echo_cardiogram	 6	 25	 2	 19.84	 16.47	 4.27	
German	 6	 25	 1	 41.16	 24.94	 6.61	
German	 6	 25	 2	 40.37	 25.85	 5.22	
Heart_Disease	 6	 25	 1	 31.42	 24.68	 6.37	
Heart_Disease	 6	 25	 2	 34.16	 21.39	 4.46	
Hepatitis	 6	 25	 1	 16.36	 4.40	 2.12	
Hepatitis	 6	 25	 2	 14.77	 6.43	 2.01	
Ionosphere	 6	 25	 1	 73.63	 61.31	 9.39	
Ionosphere	 6	 25	 2	 41.03	 36.13	 8.52	
Labor_Relations	 6	 25	 1	 10.21	 5.45	 2.33	
Labor_Relations	 6	 25	 2	 7.34	 3.49	 1.40	
Liver_Disorders	 6	 25	 1	 18.88	 6.59	 2.86	
Liver_Disorders	 6	 25	 2	 13.88	 3.08	 1.60	
Molecular_Biology	 6	 25	 1	 8.75	 4.48	 2.15	
Molecular_Biology	 6	 25	 2	 15.72	 10.25	 2.78	
Mushrooms	 6	 25	 1	 1490.05	 1493.19	 28.41	
Mushrooms	 6	 25	 2	 1473.36	 1473.64	 28.88	
Sonar	 6	 25	 1	 29.57	 10.52	 4.32	
Sonar	 6	 25	 2	 27.41	 8.63	 3.32	
Thyroid_Disease	 6	 25	 1	 104.98	 100.10	 13.50	
Thyroid_Disease	 6	 25	 2	 193.75	 177.18	 21.16	
Wdbc	 6	 25	 1	 134.35	 115.88	 10.96	
Wdbc	 6	 25	 2	 109.10	 89.15	 12.90	
Wisconsin_Breast_Cancer	 6	 25	 1	 180.75	 156.58	 10.13	
Wisconsin_Breast_Cancer	 6	 25	 2	 163.57	 147.93	 10.34	
Wpbc	 6	 25	 1	 12.36	 1.40	 1.17	
Wpbc	 6	 25	 2	 18.11	 1.42	 1.14	
faults	 6	 25	 1	 187.56	 165.43	 15.84	
faults	 6	 25	 2	 132.74	 105.45	 9.68	
statlog	 6	 25	 1	 328.02	 315.50	 18.34	
statlog	 6	 25	 2	 334.72	 321.29	 14.48	
waveform	 6	 25	 1	 575.34	 548.51	 26.54	
waveform	 6	 25	 2	 522.61	 493.50	 28.05	
wine	 6	 25	 1	 184.88	 163.64	 12.64	
wine	 6	 25	 2	 207.13	 191.70	 15.71	
Anastomosis	 7	 1	 1	 5.77	 0.79	 0.87	
Anastomosis	 7	 1	 2	 13.63	 1.14	 1.17	
Australian	 7	 1	 1	 105.40	 100.79	 8.44	
Australian	 7	 1	 2	 104.36	 102.31	 8.67	
Congressional_Voting	 7	 1	 1	 105.63	 106.14	 5.58	
Congressional_Voting	 7	 1	 2	 108.86	 107.87	 8.44	
Echo_cardiogram	 7	 1	 1	 18.04	 15.59	 3.38	
Echo_cardiogram	 7	 1	 2	 18.95	 16.27	 3.76	
German	 7	 1	 1	 40.41	 25.73	 5.82	
German	 7	 1	 2	 39.03	 27.70	 4.98	
Heart_Disease	 7	 1	 1	 31.39	 23.34	 5.82	
Heart_Disease	 7	 1	 2	 33.99	 21.90	 4.59	
Hepatitis	 7	 1	 1	 14.31	 4.30	 2.09	
Hepatitis	 7	 1	 2	 12.95	 6.31	 2.38	
Ionosphere	 7	 1	 1	 64.58	 52.01	 13.95	
Ionosphere	 7	 1	 2	 40.66	 38.71	 6.32	
Labor_Relations	 7	 1	 1	 8.54	 3.83	 1.66	
Labor_Relations	 7	 1	 2	 7.18	 3.68	 1.46	
Liver_Disorders	 7	 1	 1	 15.99	 4.90	 2.73	
Liver_Disorders	 7	 1	 2	 11.50	 4.55	 2.27	
Molecular_Biology	 7	 1	 1	 8.36	 4.78	 2.16	
Molecular_Biology	 7	 1	 2	 15.08	 10.43	 2.96	
Mushrooms	 7	 1	 1	 1493.38	 1489.88	 28.74	
Mushrooms	 7	 1	 2	 1005.17	 1005.78	 18.73	
Sonar	 7	 1	 1	 24.38	 11.17	 3.86	
Sonar	 7	 1	 2	 23.19	 7.94	 3.46	
Thyroid_Disease	 7	 1	 1	 105.13	 100.31	 14.53	
Thyroid_Disease	 7	 1	 2	 191.50	 174.41	 19.57	
Wdbc	 7	 1	 1	 127.46	 111.20	 10.75	
Wdbc	 7	 1	 2	 105.90	 90.21	 12.60	
Wisconsin_Breast_Cancer	 7	 1	 1	 162.22	 143.72	 9.76	
Wisconsin_Breast_Cancer	 7	 1	 2	 155.87	 139.72	 12.43	
Wpbc	 7	 1	 1	 9.18	 1.32	 1.02	
Wpbc	 7	 1	 2	 13.07	 0.88	 1.06	
faults	 7	 1	 1	 150.35	 135.94	 19.85	
faults	 7	 1	 2	 124.59	 107.72	 10.65	
statlog	 7	 1	 1	 324.19	 322.38	 16.05	
statlog	 7	 1	 2	 331.15	 323.44	 14.45	
waveform	 7	 1	 1	 530.49	 504.26	 34.00	
waveform	 7	 1	 2	 476.92	 459.86	 28.79	
wine	 7	 1	 1	 177.47	 163.85	 14.87	
wine	 7	 1	 2	 200.83	 187.77	 17.96	
Anastomosis	 7	 2	 1	 6.02	 0.81	 0.87	
Anastomosis	 7	 2	 2	 16.00	 0.93	 1.04	
Australian	 7	 2	 1	 106.24	 99.87	 8.30	
Australian	 7	 2	 2	 105.34	 100.90	 9.03	
Congressional_Voting	 7	 2	 1	 105.71	 106.03	 5.66	
Congressional_Voting	 7	 2	 2	 109.03	 108.51	 6.64	
Echo_cardiogram	 7	 2	 1	 18.39	 15.83	 3.23	
Echo_cardiogram	 7	 2	 2	 19.67	 16.25	 4.04	
German	 7	 2	 1	 41.10	 25.53	 6.34	
German	 7	 2	 2	 40.13	 26.97	 4.50	
Heart_Disease	 7	 2	 1	 31.49	 23.83	 5.98	
Heart_Disease	 7	 2	 2	 34.64	 21.17	 4.03	
Hepatitis	 7	 2	 1	 15.24	 4.26	 2.13	
Hepatitis	 7	 2	 2	 13.50	 6.63	 2.30	
Ionosphere	 7	 2	 1	 68.74	 55.93	 10.18	
Ionosphere	 7	 2	 2	 41.05	 37.64	 6.44	
Labor_Relations	 7	 2	 1	 9.47	 4.17	 1.93	
Labor_Relations	 7	 2	 2	 7.15	 3.62	 1.51	
Liver_Disorders	 7	 2	 1	 17.37	 6.07	 2.83	
Liver_Disorders	 7	 2	 2	 12.10	 3.79	 1.96	
Molecular_Biology	 7	 2	 1	 8.62	 4.88	 1.96	
Molecular_Biology	 7	 2	 2	 15.36	 10.27	 2.98	
Mushrooms	 7	 2	 1	 1492.79	 1490.41	 27.76	
Mushrooms	 7	 2	 2	 1045.89	 1039.36	 21.83	
Sonar	 7	 2	 1	 25.83	 10.63	 4.06	
Sonar	 7	 2	 2	 24.78	 8.19	 3.44	
Thyroid_Disease	 7	 2	 1	 104.98	 100.63	 13.00	
Thyroid_Disease	 7	 2	 2	 192.69	 175.26	 18.81	
Wdbc	 7	 2	 1	 129.56	 112.42	 9.92	
Wdbc	 7	 2	 2	 106.63	 90.38	 12.82	
Wisconsin_Breast_Cancer	 7	 2	 1	 168.95	 148.19	 10.47	
Wisconsin_Breast_Cancer	 7	 2	 2	 158.93	 143.64	 11.72	
Wpbc	 7	 2	 1	 10.03	 1.41	 1.08	
Wpbc	 7	 2	 2	 14.93	 1.18	 1.11	
faults	 7	 2	 1	 158.51	 140.68	 16.52	
faults	 7	 2	 2	 126.68	 107.27	 10.58	
statlog	 7	 2	 1	 326.24	 320.18	 17.87	
statlog	 7	 2	 2	 333.35	 322.91	 14.55	
waveform	 7	 2	 1	 545.70	 516.92	 28.62	
waveform	 7	 2	 2	 494.26	 474.11	 27.91	
wine	 7	 2	 1	 181.59	 164.10	 14.58	
wine	 7	 2	 2	 202.57	 190.16	 16.35	
Anastomosis	 7	 4	 1	 6.38	 0.71	 0.88	
Anastomosis	 7	 4	 2	 17.32	 0.92	 0.97	
Australian	 7	 4	 1	 106.29	 100.29	 8.21	
Australian	 7	 4	 2	 105.61	 100.93	 8.50	
Congressional_Voting	 7	 4	 1	 105.91	 105.80	 5.34	
Congressional_Voting	 7	 4	 2	 109.40	 108.27	 6.19	
Echo_cardiogram	 7	 4	 1	 18.30	 15.78	 3.31	
Echo_cardiogram	 7	 4	 2	 19.81	 16.84	 4.04	
German	 7	 4	 1	 40.58	 25.58	 6.28	
German	 7	 4	 2	 39.40	 27.40	 4.96	
Heart_Disease	 7	 4	 1	 32.04	 24.11	 5.74	
Heart_Disease	 7	 4	 2	 34.46	 21.16	 4.13	
Hepatitis	 7	 4	 1	 15.58	 4.54	 2.35	
Hepatitis	 7	 4	 2	 14.21	 6.35	 2.28	
Ionosphere	 7	 4	 1	 71.75	 58.89	 9.27	
Ionosphere	 7	 4	 2	 40.48	 37.76	 7.14	
Labor_Relations	 7	 4	 1	 10.06	 4.84	 2.07	
Labor_Relations	 7	 4	 2	 7.37	 3.41	 1.44	
Liver_Disorders	 7	 4	 1	 17.97	 6.22	 3.03	
Liver_Disorders	 7	 4	 2	 12.72	 3.46	 1.70	
Molecular_Biology	 7	 4	 1	 8.62	 4.79	 2.18	
Molecular_Biology	 7	 4	 2	 15.50	 10.37	 2.79	
Mushrooms	 7	 4	 1	 1495.79	 1487.47	 28.45	
Mushrooms	 7	 4	 2	 1049.88	 1040.73	 24.42	
Sonar	 7	 4	 1	 27.30	 11.28	 4.01	
Sonar	 7	 4	 2	 26.11	 8.32	 3.45	
Thyroid_Disease	 7	 4	 1	 105.82	 101.18	 13.69	
Thyroid_Disease	 7	 4	 2	 192.51	 176.04	 20.35	
Wdbc	 7	 4	 1	 132.17	 114.36	 10.47	
Wdbc	 7	 4	 2	 108.81	 89.76	 11.93	
Wisconsin_Breast_Cancer	 7	 4	 1	 175.51	 152.37	 10.12	
Wisconsin_Breast_Cancer	 7	 4	 2	 162.00	 146.89	 10.21	
Wpbc	 7	 4	 1	 10.84	 1.44	 1.04	
Wpbc	 7	 4	 2	 16.33	 1.18	 1.04	
faults	 7	 4	 1	 170.71	 150.44	 18.24	
faults	 7	 4	 2	 128.58	 105.61	 10.20	
statlog	 7	 4	 1	 328.73	 318.18	 17.51	
statlog	 7	 4	 2	 335.44	 321.60	 12.80	
waveform	 7	 4	 1	 560.08	 536.83	 30.71	
waveform	 7	 4	 2	 506.97	 481.37	 28.25	
wine	 7	 4	 1	 183.50	 163.49	 13.02	
wine	 7	 4	 2	 202.64	 190.46	 17.02	
Anastomosis	 7	 7	 1	 6.63	 0.80	 0.93	
Anastomosis	 7	 7	 2	 17.95	 0.84	 1.10	
Australian	 7	 7	 1	 106.27	 100.23	 8.14	
Australian	 7	 7	 2	 105.50	 100.85	 8.70	
Congressional_Voting	 7	 7	 1	 105.45	 106.31	 5.83	
Congressional_Voting	 7	 7	 2	 108.75	 109.04	 6.94	
Echo_cardiogram	 7	 7	 1	 18.33	 15.67	 3.39	
Echo_cardiogram	 7	 7	 2	 19.87	 16.91	 3.77	
German	 7	 7	 1	 41.24	 25.20	 6.10	
German	 7	 7	 2	 40.14	 26.65	 4.75	
Heart_Disease	 7	 7	 1	 32.10	 24.70	 5.69	
Heart_Disease	 7	 7	 2	 34.51	 20.98	 4.33	
Hepatitis	 7	 7	 1	 16.47	 4.38	 2.10	
Hepatitis	 7	 7	 2	 14.69	 6.18	 1.96	
Ionosphere	 7	 7	 1	 72.99	 60.78	 9.13	
Ionosphere	 7	 7	 2	 40.76	 37.68	 7.48	
Labor_Relations	 7	 7	 1	 10.28	 5.49	 2.23	
Labor_Relations	 7	 7	 2	 7.41	 3.64	 1.39	
Liver_Disorders	 7	 7	 1	 18.66	 6.28	 2.69	
Liver_Disorders	 7	 7	 2	 13.20	 3.07	 1.53	
Molecular_Biology	 7	 7	 1	 8.63	 4.37	 2.20	
Molecular_Biology	 7	 7	 2	 15.41	 10.39	 2.68	
Mushrooms	 7	 7	 1	 1491.27	 1491.95	 28.63	
Mushrooms	 7	 7	 2	 1323.22	 1312.16	 206.60	
Sonar	 7	 7	 1	 28.53	 10.36	 4.00	
Sonar	 7	 7	 2	 27.05	 8.02	 3.23	
Thyroid_Disease	 7	 7	 1	 106.37	 101.16	 12.93	
Thyroid_Disease	 7	 7	 2	 191.98	 174.75	 19.39	
Wdbc	 7	 7	 1	 132.96	 113.84	 10.72	
Wdbc	 7	 7	 2	 108.78	 91.16	 12.64	
Wisconsin_Breast_Cancer	 7	 7	 1	 177.60	 151.91	 10.08	
Wisconsin_Breast_Cancer	 7	 7	 2	 163.31	 147.75	 10.26	
Wpbc	 7	 7	 1	 11.41	 1.44	 1.08	
Wpbc	 7	 7	 2	 17.18	 1.24	 1.17	
faults	 7	 7	 1	 178.49	 158.49	 19.61	
faults	 7	 7	 2	 130.03	 105.47	 10.45	
statlog	 7	 7	 1	 329.75	 316.81	 17.27	
statlog	 7	 7	 2	 336.43	 322.18	 14.64	
waveform	 7	 7	 1	 568.91	 541.15	 29.58	
waveform	 7	 7	 2	 512.36	 488.26	 28.61	
wine	 7	 7	 1	 183.27	 163.84	 13.41	
wine	 7	 7	 2	 204.03	 192.23	 15.43	
Anastomosis	 7	 10	 1	 6.79	 0.70	 0.87	
Anastomosis	 7	 10	 2	 18.43	 0.83	 1.00	
Australian	 7	 10	 1	 105.87	 99.91	 7.86	
Australian	 7	 10	 2	 104.76	 101.82	 7.67	
Congressional_Voting	 7	 10	 1	 105.45	 106.29	 5.61	
Congressional_Voting	 7	 10	 2	 108.72	 108.95	 6.84	
Echo_cardiogram	 7	 10	 1	 18.37	 15.91	 3.63	
Echo_cardiogram	 7	 10	 2	 20.03	 16.66	 3.86	
German	 7	 10	 1	 41.02	 25.40	 6.81	
German	 7	 10	 2	 39.85	 26.67	 4.71	
Heart_Disease	 7	 10	 1	 32.21	 25.07	 5.58	
Heart_Disease	 7	 10	 2	 34.64	 21.61	 4.34	
Hepatitis	 7	 10	 1	 16.29	 4.57	 2.25	
Hepatitis	 7	 10	 2	 14.33	 6.50	 2.13	
Ionosphere	 7	 10	 1	 73.29	 62.16	 8.85	
Ionosphere	 7	 10	 2	 40.67	 36.75	 8.28	
Labor_Relations	 7	 10	 1	 10.34	 5.58	 2.30	
Labor_Relations	 7	 10	 2	 7.28	 3.61	 1.48	
Liver_Disorders	 7	 10	 1	 18.80	 6.43	 2.81	
Liver_Disorders	 7	 10	 2	 13.37	 3.14	 1.52	
Molecular_Biology	 7	 10	 1	 8.59	 4.44	 2.05	
Molecular_Biology	 7	 10	 2	 15.55	 10.22	 2.79	
Mushrooms	 7	 10	 1	 1490.68	 1492.54	 28.02	
Mushrooms	 7	 10	 2	 1477.57	 1470.01	 30.08	
Sonar	 7	 10	 1	 28.75	 10.25	 4.00	
Sonar	 7	 10	 2	 27.24	 8.56	 3.37	
Thyroid_Disease	 7	 10	 1	 104.25	 99.20	 12.92	
Thyroid_Disease	 7	 10	 2	 190.64	 175.64	 20.06	
Wdbc	 7	 10	 1	 132.91	 115.49	 10.69	
Wdbc	 7	 10	 2	 108.65	 89.61	 12.95	
Wisconsin_Breast_Cancer	 7	 10	 1	 179.79	 153.58	 10.34	
Wisconsin_Breast_Cancer	 7	 10	 2	 163.82	 147.32	 10.38	
Wpbc	 7	 10	 1	 11.83	 1.29	 1.06	
Wpbc	 7	 10	 2	 17.91	 1.30	 1.06	
faults	 7	 10	 1	 183.25	 161.18	 18.45	
faults	 7	 10	 2	 131.42	 105.33	 10.37	
statlog	 7	 10	 1	 329.12	 316.71	 16.67	
statlog	 7	 10	 2	 336.71	 320.84	 13.63	
waveform	 7	 10	 1	 572.88	 544.52	 29.23	
waveform	 7	 10	 2	 517.50	 487.98	 28.83	
wine	 7	 10	 1	 184.35	 164.23	 12.77	
wine	 7	 10	 2	 204.82	 193.28	 15.37	
Anastomosis	 7	 15	 1	 7.01	 0.67	 0.83	
Anastomosis	 7	 15	 2	 18.50	 0.90	 1.04	
Australian	 7	 15	 1	 106.42	 100.13	 7.88	
Australian	 7	 15	 2	 105.62	 100.66	 8.38	
Congressional_Voting	 7	 15	 1	 105.69	 106.10	 5.67	
Congressional_Voting	 7	 15	 2	 108.84	 108.77	 6.69	
Echo_cardiogram	 7	 15	 1	 18.22	 15.55	 3.56	
Echo_cardiogram	 7	 15	 2	 19.68	 17.21	 3.76	
German	 7	 15	 1	 41.46	 25.20	 6.35	
German	 7	 15	 2	 39.95	 26.30	 4.94	
Heart_Disease	 7	 15	 1	 31.69	 24.92	 5.80	
Heart_Disease	 7	 15	 2	 34.01	 21.57	 4.45	
Hepatitis	 7	 15	 1	 16.30	 4.64	 2.23	
Hepatitis	 7	 15	 2	 14.46	 6.55	 2.12	
Ionosphere	 7	 15	 1	 74.16	 61.58	 8.77	
Ionosphere	 7	 15	 2	 40.75	 36.14	 8.60	
Labor_Relations	 7	 15	 1	 10.22	 5.49	 2.26	
Labor_Relations	 7	 15	 2	 7.31	 3.64	 1.41	
Liver_Disorders	 7	 15	 1	 18.84	 6.20	 2.57	
Liver_Disorders	 7	 15	 2	 13.50	 2.88	 1.57	
Molecular_Biology	 7	 15	 1	 8.75	 4.59	 2.14	
Molecular_Biology	 7	 15	 2	 15.64	 10.30	 2.73	
Mushrooms	 7	 15	 1	 1490.84	 1492.41	 27.60	
Mushrooms	 7	 15	 2	 1474.95	 1473.23	 29.29	
Sonar	 7	 15	 1	 29.59	 10.28	 3.85	
Sonar	 7	 15	 2	 27.64	 7.92	 3.31	
Thyroid_Disease	 7	 15	 1	 103.81	 99.73	 13.04	
Thyroid_Disease	 7	 15	 2	 192.28	 176.58	 20.68	
Wdbc	 7	 15	 1	 134.62	 115.12	 10.49	
Wdbc	 7	 15	 2	 109.21	 89.09	 12.68	
Wisconsin_Breast_Cancer	 7	 15	 1	 180.66	 155.91	 10.57	
Wisconsin_Breast_Cancer	 7	 15	 2	 163.36	 148.19	 9.99	
Wpbc	 7	 15	 1	 11.93	 1.33	 1.10	
Wpbc	 7	 15	 2	 18.10	 1.30	 1.10	
faults	 7	 15	 1	 185.53	 163.00	 16.62	
faults	 7	 15	 2	 132.56	 104.07	 10.24	
statlog	 7	 15	 1	 328.11	 316.80	 16.40	
statlog	 7	 15	 2	 335.15	 321.46	 13.06	
waveform	 7	 15	 1	 573.84	 550.42	 26.90	
waveform	 7	 15	 2	 522.08	 491.10	 30.98	
