taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
Hepatitis	 4	 1	 1	 12.73	 4.37	 2.21	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 4	 1	 2	 13.21	 6.16	 2.39	 1.41	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 1	 1	 69.53	 51.46	 13.48	 3.61	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 1	 2	 43.97	 35.44	 5.46	 1.07	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 1	 1	 71.57	 51.38	 14.69	 3.84	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 1	 2	 43.46	 35.69	 6.02	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 1	 1	 64.97	 47.91	 13.08	 1.78	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 1	 2	 41.66	 33.75	 7.11	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 1	 1	 66.32	 48.87	 13.19	 1.86	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 1	 2	 41.94	 34.25	 5.81	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 1	 1	 8.92	 3.79	 1.60	 1.60	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 1	 2	 7.37	 3.60	 1.39	 1.22	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 1	 1	 9.52	 4.20	 1.93	 1.74	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 1	 2	 7.28	 3.43	 1.56	 1.27	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 1	 1	 7.84	 3.58	 1.76	 1.22	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 1	 2	 6.83	 3.75	 1.64	 1.06	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 1	 1	 8.20	 3.77	 1.80	 1.22	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 1	 2	 7.14	 3.63	 1.56	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 1	 1	 16.93	 5.35	 2.76	 3.40	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 1	 2	 12.21	 4.06	 2.11	 2.47	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 1	 1	 18.61	 5.59	 2.85	 3.59	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 1	 2	 13.31	 4.38	 1.99	 2.80	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 1	 1	 12.69	 5.15	 2.82	 1.71	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 1	 2	 9.76	 3.88	 2.21	 1.31	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 1	 1	 13.93	 5.27	 2.94	 1.77	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 1	 2	 10.88	 3.94	 2.14	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 1	 1	 8.65	 4.63	 2.12	 1.01	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 1	 2	 15.41	 10.48	 2.78	 1.74	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 1	 1	 8.77	 4.41	 2.19	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 1	 2	 15.46	 9.82	 2.48	 1.64	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 1	 1	 8.54	 4.63	 2.25	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 1	 2	 15.09	 9.80	 2.28	 1.32	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 1	 1	 8.29	 4.35	 2.31	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 1	 2	 15.07	 9.89	 2.57	 1.38	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 1	 1	 1490.60	 1492.57	 25.18	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 1	 2	 1003.87	 1007.06	 17.61	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 1	 1	 1496.38	 1486.85	 28.01	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 1	 2	 1006.33	 1004.63	 18.96	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 1	 1	 1490.80	 1492.49	 30.04	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 1	 2	 1005.41	 1005.57	 20.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 1	 1	 1489.97	 1493.18	 27.67	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 1	 2	 1003.42	 1007.52	 18.32	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 1	 1	 23.67	 9.64	 4.37	 3.16	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 1	 2	 23.84	 7.61	 3.54	 3.57	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 1	 1	 27.72	 10.57	 4.38	 3.33	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 1	 2	 29.13	 8.77	 3.15	 3.78	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 1	 1	 20.55	 8.72	 4.09	 1.53	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 1	 2	 21.62	 8.03	 3.92	 1.59	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 1	 1	 22.67	 9.33	 4.27	 1.42	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 1	 2	 22.72	 8.12	 3.67	 1.49	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 1	 1	 131.96	 130.72	 8.75	 1.04	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 1	 2	 236.48	 224.28	 18.83	 2.74	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 1	 1	 134.81	 130.37	 8.77	 1.05	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 1	 2	 244.96	 231.58	 18.68	 2.77	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 1	 1	 133.63	 127.77	 9.27	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 1	 2	 241.66	 226.46	 20.78	 2.11	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 1	 1	 133.13	 129.83	 9.65	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 1	 2	 242.89	 233.63	 20.75	 1.99	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 4	 1	 1	 128.09	 112.61	 11.95	 2.88	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 1	 2	 127.61	 102.08	 9.18	 3.14	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 1	 1	 134.65	 112.85	 11.22	 3.17	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 1	 2	 131.14	 102.93	 9.59	 3.32	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 1	 1	 127.73	 110.79	 12.79	 1.37	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 1	 2	 124.97	 103.16	 9.26	 1.41	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 1	 1	 132.13	 109.71	 12.28	 1.34	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 4	 1	 2	 126.28	 102.44	 8.13	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 1	 1	 162.16	 143.66	 10.19	 3.01	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 2	 155.76	 138.53	 13.11	 2.63	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 1	 165.10	 143.78	 9.70	 3.10	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 2	 158.19	 139.12	 11.66	 2.81	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 1	 159.37	 142.34	 11.85	 1.74	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 2	 152.13	 137.13	 12.48	 1.56	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 1	 1	 158.70	 142.17	 10.36	 1.61	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 1	 2	 153.02	 138.31	 12.33	 1.67	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 1	 1	 9.82	 1.24	 1.08	 2.80	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 1	 2	 12.59	 0.92	 0.95	 3.03	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 1	 1	 11.50	 1.15	 1.15	 2.93	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 1	 2	 14.52	 0.92	 0.97	 3.21	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 1	 1	 6.82	 1.39	 1.20	 1.15	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 1	 2	 9.12	 1.35	 1.12	 1.37	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 1	 1	 7.61	 1.24	 1.14	 1.24	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 1	 2	 10.90	 1.14	 1.05	 1.39	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 1	 1	 151.38	 140.61	 15.16	 3.26	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 1	 2	 124.63	 111.58	 11.25	 2.11	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 1	 1	 163.33	 142.28	 15.77	 3.56	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 1	 2	 145.19	 122.16	 17.84	 3.10	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 1	 1	 155.87	 136.28	 16.11	 2.43	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 1	 2	 141.97	 121.94	 18.17	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 1	 1	 162.21	 139.91	 17.69	 2.41	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 1	 2	 146.45	 125.35	 19.54	 1.33	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 1	 1	 340.27	 333.95	 20.38	 1.89	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 1	 2	 352.04	 340.94	 21.58	 2.72	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 1	 1	 349.64	 338.83	 18.28	 2.14	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 1	 2	 366.02	 346.30	 21.21	 3.48	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 1	 1	 346.62	 340.32	 20.37	 1.16	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 1	 2	 364.40	 349.32	 24.97	 1.59	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 1	 1	 348.80	 342.95	 20.32	 1.15	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 1	 2	 367.26	 349.45	 24.66	 1.57	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 1	 1	 556.75	 522.54	 25.93	 4.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 1	 2	 555.61	 535.78	 35.15	 3.69	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 1	 1	 562.94	 520.84	 28.41	 4.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 1	 2	 580.40	 545.80	 30.69	 3.86	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 1	 1	 559.70	 513.06	 25.29	 2.81	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 1	 2	 570.95	 537.68	 37.04	 2.81	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 1	 1	 560.17	 512.82	 31.00	 2.73	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 1	 2	 567.13	 534.15	 39.07	 2.88	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 1	 1	 177.93	 168.33	 16.04	 2.60	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 1	 2	 206.99	 200.71	 18.44	 2.03	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 1	 1	 188.37	 172.11	 13.87	 3.47	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 1	 2	 214.63	 200.08	 18.81	 3.54	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 1	 1	 182.61	 171.21	 17.85	 1.74	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 1	 2	 208.87	 194.74	 19.66	 2.29	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 1	 1	 188.46	 169.71	 17.14	 1.87	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 1	 2	 211.01	 193.99	 20.59	 2.20	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 2	 1	 6.92	 0.79	 0.87	 2.14	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 2	 2	 14.67	 1.04	 1.21	 3.23	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 2	 1	 7.63	 0.77	 0.94	 2.41	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 2	 2	 15.31	 1.16	 1.17	 3.18	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 2	 1	 5.29	 0.75	 0.79	 1.11	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 2	 2	 10.60	 1.33	 1.14	 1.22	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 2	 1	 5.49	 0.65	 0.80	 1.15	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 2	 2	 11.67	 1.33	 1.19	 1.28	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 2	 1	 104.04	 100.66	 9.26	 1.36	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 2	 2	 104.59	 101.58	 8.84	 1.39	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 2	 1	 105.90	 100.35	 9.02	 2.03	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 2	 2	 107.00	 99.56	 9.49	 2.55	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 2	 1	 103.84	 103.48	 8.56	 1.03	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 2	 2	 105.02	 102.42	 9.81	 1.15	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 2	 1	 105.73	 102.29	 7.36	 1.03	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 2	 2	 106.51	 101.24	 8.42	 1.24	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 4	 2	 1	 106.69	 104.98	 5.29	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 4	 2	 2	 109.24	 108.69	 5.77	 1.01	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 4	 2	 1	 105.88	 105.85	 5.24	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 4	 2	 2	 109.27	 108.59	 5.81	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 4	 2	 1	 106.08	 105.72	 6.10	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 4	 2	 2	 109.10	 108.52	 7.07	 1.02	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 4	 2	 1	 105.80	 105.98	 5.94	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 4	 2	 2	 108.54	 109.41	 6.12	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 4	 2	 1	 20.66	 18.65	 1.89	 1.03	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 4	 2	 2	 20.10	 15.82	 3.47	 1.36	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 4	 2	 1	 20.85	 18.42	 1.57	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 4	 2	 2	 20.18	 15.71	 3.39	 1.34	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 4	 2	 1	 20.86	 18.21	 1.81	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 4	 2	 2	 19.46	 15.29	 3.03	 1.07	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 4	 2	 1	 20.67	 18.37	 2.00	 1.03	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 4	 2	 2	 19.41	 14.79	 3.53	 1.12	 stabilize=yes, prune=yes, postStabilize=yes	
German	 4	 2	 1	 41.30	 29.77	 6.53	 3.63	 stabilize=no, prune=no, postStabilize=no	
German	 4	 2	 2	 38.86	 28.72	 4.95	 3.56	 stabilize=no, prune=no, postStabilize=no	
German	 4	 2	 1	 43.37	 29.58	 6.92	 3.95	 stabilize=yes, prune=no, postStabilize=no	
German	 4	 2	 2	 40.33	 28.08	 4.76	 3.63	 stabilize=yes, prune=no, postStabilize=no	
German	 4	 2	 1	 40.08	 29.18	 5.84	 1.93	 stabilize=yes, prune=yes, postStabilize=no	
German	 4	 2	 2	 36.33	 29.54	 5.40	 1.55	 stabilize=yes, prune=yes, postStabilize=no	
German	 4	 2	 1	 40.70	 29.37	 5.94	 1.74	 stabilize=yes, prune=yes, postStabilize=yes	
German	 4	 2	 2	 37.71	 28.95	 4.73	 1.49	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 4	 2	 1	 31.58	 24.78	 5.60	 2.49	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 4	 2	 2	 33.62	 22.26	 4.60	 2.77	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 4	 2	 1	 32.38	 23.88	 5.81	 2.81	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 4	 2	 2	 33.89	 21.47	 4.77	 2.82	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 4	 2	 1	 30.16	 23.19	 5.20	 1.42	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 4	 2	 2	 31.88	 22.95	 4.22	 1.30	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 4	 2	 1	 30.26	 24.18	 5.69	 1.36	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 4	 2	 2	 31.97	 23.00	 4.66	 1.30	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 4	 2	 1	 15.44	 4.25	 1.95	 2.96	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 4	 2	 2	 14.47	 6.76	 2.41	 2.24	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 4	 2	 1	 16.08	 4.09	 1.80	 3.05	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 4	 2	 2	 15.59	 6.77	 2.13	 2.45	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 4	 2	 1	 12.92	 4.65	 2.22	 1.35	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 4	 2	 2	 12.60	 6.46	 2.45	 1.43	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 4	 2	 1	 13.05	 4.56	 1.95	 1.34	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 4	 2	 2	 12.64	 6.54	 2.49	 1.47	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 2	 1	 73.38	 52.40	 12.56	 3.82	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 2	 2	 43.58	 35.01	 5.87	 1.08	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 2	 1	 74.70	 53.96	 14.26	 3.79	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 2	 2	 43.43	 34.07	 7.17	 1.05	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 2	 1	 69.06	 50.99	 11.54	 1.99	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 2	 2	 42.34	 33.73	 6.54	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 2	 1	 69.53	 50.82	 12.06	 2.01	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 2	 2	 42.27	 33.70	 5.77	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 2	 1	 9.59	 4.17	 1.96	 1.87	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 2	 2	 7.27	 3.48	 1.47	 1.33	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 2	 1	 10.03	 4.29	 1.95	 1.93	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 2	 2	 7.29	 3.75	 1.41	 1.34	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 2	 1	 8.53	 4.10	 2.13	 1.25	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 2	 2	 7.01	 3.70	 1.84	 1.09	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 2	 1	 8.81	 4.10	 2.30	 1.29	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 2	 2	 7.01	 3.69	 1.73	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 2	 1	 17.57	 6.21	 2.59	 3.63	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 2	 2	 12.56	 3.75	 1.83	 2.89	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 2	 1	 19.71	 6.29	 2.79	 3.68	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 2	 2	 14.21	 3.89	 1.71	 2.89	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 2	 1	 14.06	 5.81	 2.92	 1.84	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 2	 2	 10.39	 3.78	 2.05	 1.42	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 2	 1	 14.73	 5.68	 2.92	 1.89	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 2	 2	 10.98	 4.12	 1.90	 1.45	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 2	 1	 8.68	 4.74	 2.21	 1.02	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 2	 2	 15.52	 10.18	 2.89	 1.72	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 2	 1	 8.56	 4.70	 2.28	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 2	 2	 15.48	 10.38	 2.81	 1.73	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 2	 1	 8.78	 4.77	 2.03	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 2	 2	 14.90	 9.68	 2.58	 1.40	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 2	 1	 8.61	 4.56	 2.20	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 2	 2	 14.97	 9.61	 2.45	 1.35	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 2	 1	 1490.81	 1492.37	 25.20	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 2	 2	 1042.30	 1042.23	 25.15	 1.93	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 2	 1	 1493.17	 1490.11	 31.75	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 2	 2	 1044.02	 1041.59	 21.15	 1.92	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 2	 1	 1493.26	 1489.87	 27.32	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 2	 2	 1357.23	 1361.26	 200.79	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 2	 1	 1491.81	 1491.33	 26.67	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 2	 2	 1374.39	 1372.07	 190.09	 1.04	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 2	 1	 24.96	 10.82	 3.89	 3.43	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 2	 2	 25.16	 8.48	 3.31	 3.78	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 2	 1	 28.20	 10.47	 4.25	 3.54	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 2	 2	 29.80	 8.64	 3.71	 3.85	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 2	 1	 22.10	 9.28	 4.03	 1.45	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 2	 2	 23.05	 8.64	 3.55	 1.61	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 2	 1	 23.57	 8.95	 4.06	 1.60	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 2	 2	 23.50	 8.20	 3.59	 1.58	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 2	 1	 131.59	 130.29	 9.44	 1.07	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 2	 2	 237.13	 224.60	 18.68	 2.69	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 2	 1	 134.26	 129.63	 9.96	 1.07	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 2	 2	 246.52	 233.52	 16.55	 2.67	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 2	 1	 134.35	 128.66	 9.11	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 2	 2	 244.77	 230.12	 18.53	 2.09	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 2	 1	 132.81	 128.97	 11.09	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 2	 2	 247.44	 232.64	 17.28	 2.16	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 4	 2	 1	 130.68	 111.30	 10.98	 3.07	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 2	 2	 129.89	 104.98	 8.84	 3.45	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 2	 1	 137.08	 112.62	 10.87	 3.11	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 2	 2	 134.21	 103.17	 9.48	 3.55	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 2	 1	 131.46	 112.81	 11.31	 1.49	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 2	 2	 127.27	 104.56	 9.48	 1.50	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 2	 1	 133.34	 113.32	 10.93	 1.47	 stabilize=yes, prune=yes, postStabilize=yes	
