taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
Wdbc	 4	 2	 2	 127.86	 105.74	 9.40	 1.42	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 2	 1	 169.52	 147.55	 8.77	 3.43	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 2	 160.20	 144.32	 10.48	 3.15	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 1	 170.39	 148.54	 9.65	 3.55	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 2	 160.42	 143.09	 11.39	 2.95	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 1	 165.26	 144.94	 10.54	 1.88	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 2	 155.05	 141.77	 13.92	 1.84	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 2	 1	 165.57	 144.85	 11.25	 1.93	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 2	 2	 156.64	 140.44	 12.38	 1.78	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 2	 1	 10.72	 1.17	 1.07	 3.18	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 2	 2	 14.15	 1.29	 1.14	 3.58	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 2	 1	 12.33	 1.23	 1.06	 3.22	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 2	 2	 16.90	 1.11	 1.11	 3.68	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 2	 1	 7.49	 1.27	 1.12	 1.23	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 2	 2	 10.48	 1.27	 1.18	 1.51	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 2	 1	 7.56	 1.40	 1.14	 1.17	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 2	 2	 12.34	 1.18	 1.09	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 2	 1	 160.13	 144.19	 13.30	 3.63	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 2	 2	 129.11	 109.95	 10.70	 2.53	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 2	 1	 169.67	 147.15	 13.96	 3.77	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 2	 2	 146.39	 121.06	 16.48	 3.30	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 2	 1	 165.94	 143.09	 16.73	 2.77	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 2	 2	 146.95	 128.24	 19.16	 1.39	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 2	 1	 165.50	 145.01	 17.21	 2.72	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 2	 2	 148.52	 128.53	 18.84	 1.39	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 2	 1	 338.61	 334.04	 22.35	 2.02	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 2	 2	 351.05	 341.03	 23.03	 2.67	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 2	 1	 348.59	 337.55	 20.03	 2.25	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 2	 2	 363.74	 344.93	 23.96	 3.43	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 2	 1	 348.60	 338.90	 19.70	 1.21	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 2	 2	 368.13	 350.65	 23.81	 1.50	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 2	 1	 348.92	 340.41	 19.25	 1.22	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 2	 2	 367.90	 352.23	 24.23	 1.60	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 2	 1	 570.25	 530.25	 30.53	 4.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 2	 2	 571.27	 540.18	 28.45	 3.84	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 2	 1	 581.64	 528.90	 24.69	 4.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 2	 2	 594.17	 556.23	 27.65	 3.94	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 2	 1	 571.44	 527.96	 26.64	 3.05	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 2	 2	 584.93	 548.09	 32.63	 3.03	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 2	 1	 572.99	 529.45	 24.59	 3.11	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 2	 2	 587.58	 550.25	 28.63	 2.92	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 2	 1	 183.01	 169.98	 14.45	 2.81	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 2	 2	 211.05	 201.89	 16.15	 2.05	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 2	 1	 193.99	 173.48	 14.73	 3.43	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 2	 2	 218.34	 199.21	 18.16	 3.53	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 2	 1	 186.77	 172.23	 15.92	 1.91	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 2	 2	 212.81	 196.79	 22.00	 2.30	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 2	 1	 188.04	 172.57	 16.31	 1.95	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 2	 2	 213.84	 196.56	 17.62	 2.27	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 4	 1	 7.32	 0.79	 0.95	 2.45	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 4	 2	 15.45	 1.01	 0.97	 3.51	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 4	 1	 8.08	 0.79	 0.91	 2.72	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 4	 2	 16.70	 0.98	 1.11	 3.61	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 4	 1	 5.04	 0.66	 0.87	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 4	 2	 11.00	 1.44	 1.20	 1.38	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 4	 1	 5.67	 0.61	 0.81	 1.13	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 4	 2	 12.56	 1.25	 1.20	 1.26	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 4	 1	 104.07	 100.05	 8.18	 1.43	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 4	 2	 104.45	 100.53	 8.34	 1.45	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 4	 1	 106.33	 100.28	 9.08	 2.05	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 4	 2	 107.47	 98.46	 9.45	 2.62	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 4	 1	 105.04	 102.07	 8.31	 1.07	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 4	 2	 105.58	 101.65	 8.69	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 4	 1	 105.81	 102.07	 8.93	 1.03	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 4	 2	 106.60	 101.12	 9.71	 1.24	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 4	 4	 1	 105.63	 106.06	 5.26	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 4	 4	 2	 109.13	 108.75	 5.94	 1.01	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 4	 4	 1	 106.63	 105.18	 5.75	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 4	 4	 2	 110.03	 107.84	 6.17	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 4	 4	 1	 104.88	 106.88	 5.75	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 4	 4	 2	 108.34	 109.57	 6.14	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 4	 4	 1	 105.87	 105.85	 5.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 4	 4	 2	 109.22	 108.54	 6.71	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 4	 4	 1	 20.82	 18.29	 1.91	 1.01	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 4	 4	 2	 20.20	 15.09	 3.75	 1.33	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 4	 4	 1	 20.68	 18.83	 1.61	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 4	 4	 2	 20.12	 15.21	 3.78	 1.39	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 4	 4	 1	 20.89	 18.39	 1.65	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 4	 4	 2	 19.76	 14.81	 3.26	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 4	 4	 1	 20.64	 18.75	 1.68	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 4	 4	 2	 19.67	 15.38	 2.81	 1.10	 stabilize=yes, prune=yes, postStabilize=yes	
German	 4	 4	 1	 42.25	 27.33	 6.53	 3.67	 stabilize=no, prune=no, postStabilize=no	
German	 4	 4	 2	 39.72	 27.36	 4.92	 3.67	 stabilize=no, prune=no, postStabilize=no	
German	 4	 4	 1	 42.57	 29.43	 6.55	 3.93	 stabilize=yes, prune=no, postStabilize=no	
German	 4	 4	 2	 40.07	 28.13	 5.24	 3.64	 stabilize=yes, prune=no, postStabilize=no	
German	 4	 4	 1	 39.83	 28.93	 6.06	 1.89	 stabilize=yes, prune=yes, postStabilize=no	
German	 4	 4	 2	 36.35	 27.43	 6.70	 1.64	 stabilize=yes, prune=yes, postStabilize=no	
German	 4	 4	 1	 40.36	 29.21	 6.01	 2.00	 stabilize=yes, prune=yes, postStabilize=yes	
German	 4	 4	 2	 36.72	 28.26	 6.06	 1.52	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 4	 4	 1	 32.05	 24.65	 5.71	 2.55	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 4	 4	 2	 34.41	 21.35	 4.14	 2.92	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 4	 4	 1	 31.94	 24.73	 6.13	 2.72	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 4	 4	 2	 34.97	 20.77	 4.59	 3.07	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 4	 4	 1	 30.44	 25.06	 5.95	 1.52	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 4	 4	 2	 31.65	 23.27	 4.72	 1.23	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 4	 4	 1	 30.08	 25.03	 6.26	 1.49	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 4	 4	 2	 31.93	 22.41	 4.75	 1.29	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 4	 4	 1	 15.99	 4.78	 2.16	 3.32	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 4	 4	 2	 15.11	 6.75	 2.23	 2.43	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 4	 4	 1	 16.24	 4.45	 2.10	 3.40	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 4	 4	 2	 15.76	 6.61	 1.97	 2.55	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 4	 4	 1	 13.21	 4.79	 2.27	 1.47	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 4	 4	 2	 12.86	 6.44	 2.46	 1.43	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 4	 4	 1	 13.91	 4.73	 2.06	 1.51	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 4	 4	 2	 13.55	 6.26	 2.49	 1.49	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 4	 1	 76.15	 58.16	 11.02	 3.93	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 4	 2	 43.78	 34.15	 6.75	 1.09	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 4	 4	 1	 77.84	 55.98	 11.66	 3.94	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 4	 2	 43.54	 33.80	 6.95	 1.14	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 4	 4	 1	 73.45	 54.97	 10.00	 2.20	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 4	 2	 41.91	 33.58	 6.43	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 4	 4	 1	 74.55	 55.40	 9.87	 2.03	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 4	 4	 2	 42.90	 33.76	 5.72	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 4	 1	 10.15	 5.07	 2.23	 2.05	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 4	 2	 7.47	 3.76	 1.38	 1.34	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 4	 4	 1	 10.39	 4.95	 2.32	 2.11	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 4	 2	 7.35	 3.73	 1.48	 1.34	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 4	 4	 1	 8.86	 4.26	 2.28	 1.31	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 4	 2	 6.97	 3.79	 1.63	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 4	 4	 1	 9.32	 4.55	 2.20	 1.36	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 4	 4	 2	 7.10	 3.81	 1.51	 1.07	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 4	 1	 18.33	 6.77	 2.74	 3.75	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 4	 2	 13.17	 3.58	 1.67	 2.95	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 4	 4	 1	 20.44	 6.70	 2.52	 3.81	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 4	 2	 15.16	 3.59	 1.70	 3.18	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 4	 4	 1	 14.88	 5.52	 2.73	 1.97	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 4	 2	 9.60	 3.87	 2.07	 1.39	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 4	 4	 1	 15.45	 5.69	 2.74	 1.99	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 4	 4	 2	 11.23	 3.82	 1.92	 1.36	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 4	 1	 8.61	 4.68	 2.14	 1.03	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 4	 2	 15.69	 10.46	 2.87	 1.74	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 4	 4	 1	 8.49	 4.68	 2.25	 1.05	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 4	 2	 15.60	 10.29	 2.73	 1.67	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 4	 4	 1	 8.30	 4.45	 2.33	 1.03	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 4	 2	 14.95	 10.04	 2.57	 1.44	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 4	 4	 1	 8.32	 4.57	 2.22	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 4	 4	 2	 14.96	 9.85	 2.62	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 4	 1	 1489.65	 1493.70	 30.50	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 4	 2	 1046.34	 1045.92	 23.18	 1.98	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 4	 4	 1	 1493.09	 1490.07	 28.73	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 4	 2	 1047.64	 1044.61	 22.46	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 4	 4	 1	 1493.06	 1490.10	 25.11	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 4	 2	 1431.99	 1434.71	 131.83	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 4	 4	 1	 1493.66	 1489.50	 28.68	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 4	 4	 2	 1437.19	 1432.81	 134.87	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 4	 1	 26.32	 10.70	 4.31	 3.66	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 4	 2	 26.36	 8.30	 3.30	 3.87	 stabilize=no, prune=no, postStabilize=no	
Sonar	 4	 4	 1	 29.30	 11.33	 3.99	 3.68	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 4	 2	 30.96	 8.72	 3.59	 3.94	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 4	 4	 1	 22.49	 10.11	 4.52	 1.66	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 4	 2	 24.04	 8.00	 3.57	 1.72	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 4	 4	 1	 24.80	 8.86	 4.07	 1.75	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 4	 4	 2	 24.59	 8.38	 3.71	 1.68	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 4	 1	 133.07	 129.76	 8.92	 1.05	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 4	 2	 240.51	 227.85	 18.10	 2.74	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 4	 4	 1	 134.67	 129.96	 9.00	 1.07	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 4	 2	 245.79	 230.24	 17.38	 2.72	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 4	 4	 1	 133.42	 128.51	 10.47	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 4	 2	 244.48	 231.13	 17.45	 2.08	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 4	 4	 1	 133.58	 128.31	 9.15	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 4	 4	 2	 244.99	 230.27	 18.71	 2.04	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 4	 4	 1	 132.27	 115.88	 11.29	 3.24	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 4	 2	 133.61	 105.94	 10.60	 3.61	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 4	 4	 1	 138.58	 115.10	 10.67	 3.23	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 4	 2	 136.86	 105.89	 9.21	 3.71	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 4	 4	 1	 132.24	 116.04	 11.33	 1.52	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 4	 2	 128.49	 105.86	 8.71	 1.58	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 4	 4	 1	 134.55	 116.03	 9.95	 1.51	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 4	 4	 2	 129.34	 105.47	 9.58	 1.70	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 4	 1	 174.10	 148.81	 8.63	 3.82	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 2	 163.06	 146.41	 11.02	 3.32	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 1	 176.33	 151.85	 10.26	 3.85	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 2	 162.12	 148.29	 10.83	 3.35	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 1	 168.79	 144.53	 10.91	 2.04	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 2	 159.48	 146.72	 11.10	 1.96	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 4	 4	 1	 170.09	 148.30	 9.52	 2.23	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 4	 4	 2	 158.32	 145.44	 12.12	 1.87	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 4	 1	 11.56	 1.22	 1.12	 3.51	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 4	 2	 15.30	 1.22	 1.13	 3.80	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 4	 4	 1	 13.21	 1.44	 1.18	 3.65	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 4	 2	 17.59	 1.39	 1.08	 3.83	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 4	 4	 1	 7.39	 1.61	 1.18	 1.23	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 4	 2	 10.83	 1.38	 1.20	 1.45	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 4	 4	 1	 8.18	 1.58	 1.22	 1.29	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 4	 4	 2	 13.12	 1.43	 1.20	 1.59	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 4	 1	 163.77	 146.95	 12.74	 3.79	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 4	 2	 132.10	 108.93	 12.08	 2.97	 stabilize=no, prune=no, postStabilize=no	
faults	 4	 4	 1	 175.60	 150.31	 15.59	 3.89	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 4	 2	 146.88	 119.66	 16.82	 3.45	 stabilize=yes, prune=no, postStabilize=no	
faults	 4	 4	 1	 170.68	 150.14	 18.44	 2.78	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 4	 2	 146.10	 126.25	 17.20	 1.57	 stabilize=yes, prune=yes, postStabilize=no	
faults	 4	 4	 1	 175.54	 151.08	 19.33	 2.76	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 4	 4	 2	 147.37	 124.66	 16.05	 1.59	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 4	 1	 340.89	 334.87	 20.17	 2.03	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 4	 2	 354.32	 344.93	 21.30	 2.82	 stabilize=no, prune=no, postStabilize=no	
statlog	 4	 4	 1	 350.48	 334.63	 20.03	 2.34	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 4	 2	 368.78	 346.08	 21.76	 3.50	 stabilize=yes, prune=no, postStabilize=no	
statlog	 4	 4	 1	 348.90	 341.53	 18.26	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 4	 2	 371.10	 352.59	 20.98	 1.59	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 4	 4	 1	 349.74	 338.52	 21.17	 1.19	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 4	 4	 2	 371.18	 350.11	 23.65	 1.65	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 4	 1	 580.68	 537.56	 27.53	 4.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 4	 2	 583.90	 561.24	 25.39	 3.88	 stabilize=no, prune=no, postStabilize=no	
waveform	 4	 4	 1	 593.16	 539.18	 27.86	 4.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 4	 2	 604.37	 562.91	 26.94	 3.97	 stabilize=yes, prune=no, postStabilize=no	
waveform	 4	 4	 1	 583.29	 535.44	 26.54	 3.43	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 4	 2	 596.80	 560.85	 27.04	 3.38	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 4	 4	 1	 585.90	 536.39	 30.62	 3.54	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 4	 4	 2	 598.08	 559.63	 28.42	 3.32	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 4	 1	 183.79	 171.76	 13.83	 2.82	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 4	 2	 210.08	 200.36	 17.24	 2.12	 stabilize=no, prune=no, postStabilize=no	
wine	 4	 4	 1	 193.50	 172.23	 14.07	 3.50	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 4	 2	 217.89	 202.63	 16.21	 3.55	 stabilize=yes, prune=no, postStabilize=no	
wine	 4	 4	 1	 188.86	 175.42	 16.13	 1.98	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 4	 2	 212.49	 197.78	 19.62	 2.32	 stabilize=yes, prune=yes, postStabilize=no	
wine	 4	 4	 1	 191.77	 175.06	 14.50	 1.88	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 4	 4	 2	 214.98	 197.22	 19.73	 2.29	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 7	 1	 7.63	 0.79	 0.92	 2.87	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 7	 2	 16.36	 0.85	 0.91	 3.68	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 4	 7	 1	 8.69	 0.80	 0.99	 3.08	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 7	 2	 16.83	 1.02	 1.17	 3.70	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 4	 7	 1	 5.33	 0.60	 0.75	 1.18	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 7	 2	 11.29	 1.11	 1.14	 1.29	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 4	 7	 1	 6.05	 0.71	 0.83	 1.14	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 4	 7	 2	 12.51	 1.27	 1.19	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 7	 1	 104.82	 99.50	 8.32	 1.39	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 7	 2	 105.53	 99.79	 9.27	 1.50	 stabilize=no, prune=no, postStabilize=no	
Australian	 4	 7	 1	 105.82	 100.80	 7.68	 2.05	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 7	 2	 106.77	 100.24	 8.42	 2.61	 stabilize=yes, prune=no, postStabilize=no	
Australian	 4	 7	 1	 103.87	 103.07	 8.08	 1.06	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 7	 2	 104.69	 102.77	 8.42	 1.20	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 4	 7	 1	 105.97	 101.71	 8.10	 1.07	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 4	 7	 2	 106.60	 100.83	 8.50	 1.20	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 4	 7	 1	 106.35	 105.42	 6.03	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 4	 7	 2	 109.67	 108.20	 6.23	 1.01	 stabilize=no, prune=no, postStabilize=no	
